CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,SeniorCitizen,Churn,PaperlessBilling_Flag,TenureBucket,AvgMonthlySpendToDate
C00318,38,63,5531,Month-To-Month,Electronic Check,No,1,0,0,37-48,145.55263157894737
C00319,34,90,7911,Month-To-Month,Electronic Check,No,0,0,0,25-36,232.6764705882353
C00320,43,63,4351,Two Year,Bank Transfer,Yes,0,0,1,37-48,101.18604651162791
C00321,25,156,3381,One Year,Bank Transfer,No,1,0,0,25-36,135.24
C00322,52,60,2095,Two Year,Bank Transfer,Yes,1,0,1,49-60,40.28846153846154
C00323,18,147,2845,Month-To-Month,Bank Transfer,Yes,0,0,1,13-24,158.05555555555554
C00324,9,55,4064,Month-To-Month,Bank Transfer,Yes,0,1,1,0-12,451.55555555555554
C00325,57,80,177,One Year,Credit Card,No,0,0,0,49-60,3.1052631578947367
C00326,45,125,5533,One Year,Credit Card,No,0,0,0,37-48,122.95555555555555
C00327,51,98,6795,Two Year,Credit Card,Yes,1,0,1,49-60,133.23529411764707
C00328,57,115,7867,Month-To-Month,Electronic Check,Yes,0,0,1,49-60,138.01754385964912
C00329,29,90,2039,One Year,Credit Card,No,0,0,0,25-36,70.3103448275862
C00330,50,151,3525,One Year,Electronic Check,Yes,0,0,1,49-60,70.5
C00331,25,180,6676,Two Year,Electronic Check,No,1,0,0,25-36,267.04
C00332,55,84,4026,Month-To-Month,Credit Card,Yes,0,0,1,49-60,73.2
C00333,31,40,7644,One Year,Credit Card,No,0,0,0,25-36,246.58064516129033
C00334,11,185,7387,One Year,Bank Transfer,Yes,0,0,1,0-12,671.5454545454545
C00335,43,70,1690,Month-To-Month,Bank Transfer,No,1,0,0,37-48,39.30232558139535
C00336,18,188,2878,Month-To-Month,Electronic Check,No,0,0,0,13-24,159.88888888888889
C00337,9,24,3090,Two Year,Electronic Check,No,1,0,0,0-12,343.3333333333333
C00338,6,161,458,Month-To-Month,Electronic Check,Yes,0,1,1,0-12,76.33333333333333
C00339,28,95,6110,One Year,Electronic Check,No,1,0,0,25-36,218.21428571428572
C00340,4,20,5182,Two Year,Bank Transfer,Yes,1,0,1,0-12,1295.5
C00341,68,46,7768,Month-To-Month,Electronic Check,No,0,0,0,61-72,114.23529411764706
C00342,58,142,1452,One Year,Credit Card,Yes,1,0,1,49-60,25.03448275862069
C00343,67,67,1052,Month-To-Month,Electronic Check,Yes,1,0,1,61-72,15.701492537313433
C00344,32,80,2998,Two Year,Electronic Check,Yes,1,0,1,25-36,93.6875
C00345,65,29,3138,One Year,Bank Transfer,No,1,0,0,61-72,48.276923076923076
C00346,10,89,6631,Month-To-Month,Electronic Check,No,0,1,0,0-12,663.1
C00347,65,178,4809,One Year,Electronic Check,No,0,0,0,61-72,73.98461538461538
C00348,3,129,7607,Month-To-Month,Bank Transfer,No,1,1,0,0-12,2535.6666666666665
C00349,32,138,714,One Year,Electronic Check,No,0,0,0,25-36,22.3125
C00350,54,181,6354,Month-To-Month,Electronic Check,Yes,0,0,1,49-60,117.66666666666667
C00351,57,187,774,One Year,Bank Transfer,Yes,0,0,1,49-60,13.578947368421053
C00352,34,38,7888,Month-To-Month,Credit Card,Yes,1,0,1,25-36,232.0
C00353,6,137,4804,One Year,Electronic Check,Yes,0,1,1,0-12,800.6666666666666
C00354,7,54,1631,One Year,Credit Card,Yes,1,0,1,0-12,233.0
C00355,39,170,4762,Month-To-Month,Electronic Check,No,0,0,0,37-48,122.1025641025641
C00356,44,68,1931,Two Year,Bank Transfer,No,1,0,0,37-48,43.88636363636363
C00357,47,46,7361,One Year,Credit Card,Yes,1,0,1,37-48,156.61702127659575
C00358,66,184,1534,Month-To-Month,Electronic Check,Yes,0,0,1,61-72,23.242424242424242
C00359,46,119,656,Month-To-Month,Bank Transfer,No,1,0,0,37-48,14.26086956521739
C00360,49,168,4471,Two Year,Bank Transfer,Yes,1,0,1,49-60,91.24489795918367
C00361,45,118,4416,Two Year,Bank Transfer,No,0,0,0,37-48,98.13333333333334
C00362,5,134,3651,One Year,Credit Card,Yes,1,1,1,0-12,730.2
C00363,30,138,1585,One Year,Bank Transfer,Yes,0,0,1,25-36,52.833333333333336
C00364,48,53,7371,Two Year,Credit Card,No,0,0,0,37-48,153.5625
C00365,17,24,1389,One Year,Bank Transfer,No,0,0,0,13-24,81.70588235294117
C00366,17,124,1196,Month-To-Month,Credit Card,No,1,0,0,13-24,70.3529411764706
C00367,33,101,2979,Two Year,Credit Card,Yes,0,0,1,25-36,90.27272727272727
C00368,10,81,5158,One Year,Electronic Check,Yes,1,0,1,0-12,515.8
C00369,37,58,5083,Month-To-Month,Credit Card,No,1,0,0,37-48,137.3783783783784
C00370,32,148,2526,Two Year,Electronic Check,No,1,0,0,25-36,78.9375
C00371,20,49,5058,One Year,Electronic Check,No,1,0,0,13-24,252.9
C00372,14,27,2388,Two Year,Bank Transfer,Yes,0,0,1,13-24,170.57142857142858
C00373,57,126,1514,Month-To-Month,Bank Transfer,Yes,0,0,1,49-60,26.56140350877193
C00374,40,130,5612,One Year,Electronic Check,Yes,1,0,1,37-48,140.3
C00375,29,20,4628,One Year,Bank Transfer,Yes,1,0,1,25-36,159.58620689655172
C00376,33,196,2107,One Year,Bank Transfer,Yes,0,0,1,25-36,63.84848484848485
C00377,36,192,3483,One Year,Electronic Check,No,0,0,0,25-36,96.75
C00378,31,181,4712,Two Year,Bank Transfer,No,1,0,0,25-36,152.0
C00379,41,76,4187,Two Year,Bank Transfer,No,1,0,0,37-48,102.1219512195122
C00380,21,180,3061,One Year,Bank Transfer,No,0,0,0,13-24,145.76190476190476
C00381,68,67,2144,Two Year,Credit Card,Yes,1,0,1,61-72,31.529411764705884
C00382,67,64,5558,One Year,Credit Card,Yes,0,0,1,61-72,82.95522388059702
C00383,24,185,1550,Two Year,Electronic Check,No,1,0,0,13-24,64.58333333333333
C00384,47,187,4343,One Year,Bank Transfer,Yes,1,0,1,37-48,92.40425531914893
C00385,1,188,7165,Month-To-Month,Bank Transfer,No,0,1,0,0-12,7165.0
C00386,25,90,1649,Month-To-Month,Credit Card,No,1,0,0,25-36,65.96
C00387,70,168,2375,One Year,Bank Transfer,Yes,0,0,1,61-72,33.92857142857143
C00388,42,156,2302,Two Year,Electronic Check,No,0,0,0,37-48,54.80952380952381
C00389,42,126,5532,Month-To-Month,Credit Card,No,0,0,0,37-48,131.71428571428572
C00390,4,105,2534,Month-To-Month,Electronic Check,Yes,0,1,1,0-12,633.5
C00391,3,79,1299,One Year,Credit Card,No,1,0,0,0-12,433.0
C00392,56,147,253,Month-To-Month,Credit Card,Yes,0,0,1,49-60,4.517857142857143
C00393,6,63,2156,Month-To-Month,Credit Card,Yes,1,1,1,0-12,359.3333333333333
C00394,22,65,1947,Month-To-Month,Bank Transfer,Yes,1,0,1,13-24,88.5
C00395,61,116,6302,One Year,Electronic Check,Yes,0,0,1,61-72,103.31147540983606
C00396,57,134,2241,Month-To-Month,Electronic Check,Yes,1,0,1,49-60,39.31578947368421
C00397,5,39,3370,Month-To-Month,Credit Card,Yes,0,1,1,0-12,674.0
C00398,59,95,7232,Two Year,Credit Card,Yes,1,0,1,49-60,122.57627118644068
C00399,62,159,446,One Year,Bank Transfer,No,0,0,0,61-72,7.193548387096774
C00400,53,27,4429,Two Year,Electronic Check,No,0,0,0,49-60,83.56603773584905
C00401,6,198,6427,Month-To-Month,Credit Card,No,1,1,0,0-12,1071.1666666666667
C00402,45,199,7564,Month-To-Month,Credit Card,Yes,0,0,1,37-48,168.0888888888889
C00403,69,115,4730,One Year,Credit Card,Yes,1,0,1,61-72,68.55072463768116
C00404,20,37,4631,Month-To-Month,Electronic Check,No,0,0,0,13-24,231.55
C00405,25,184,7662,Month-To-Month,Credit Card,No,1,0,0,25-36,306.48
C00406,45,104,2541,Month-To-Month,Electronic Check,No,1,0,0,37-48,56.46666666666667
C00407,3,75,3048,One Year,Electronic Check,No,0,0,0,0-12,1016.0
C00408,5,44,7840,One Year,Credit Card,No,0,0,0,0-12,1568.0
C00409,48,46,6056,Month-To-Month,Bank Transfer,No,0,0,0,37-48,126.16666666666667
C00410,48,149,7690,Month-To-Month,Bank Transfer,Yes,1,0,1,37-48,160.20833333333334
C00411,23,134,4413,One Year,Electronic Check,No,1,0,0,13-24,191.8695652173913
C00412,48,95,1168,One Year,Bank Transfer,Yes,0,0,1,37-48,24.333333333333332
C00413,64,131,3127,Two Year,Electronic Check,No,0,0,0,61-72,48.859375
C00414,2,158,3460,Two Year,Electronic Check,No,0,0,0,0-12,1730.0
C00415,48,87,6197,One Year,Credit Card,Yes,1,0,1,37-48,129.10416666666666
C00416,48,151,530,Two Year,Credit Card,Yes,0,0,1,37-48,11.041666666666666
C00417,51,83,7409,Two Year,Bank Transfer,Yes,0,0,1,49-60,145.27450980392157
C00418,59,183,4605,One Year,Electronic Check,Yes,0,0,1,49-60,78.05084745762711
C00419,35,113,6754,Month-To-Month,Bank Transfer,No,1,0,0,25-36,192.97142857142856
C00420,18,53,6260,Month-To-Month,Bank Transfer,Yes,0,0,1,13-24,347.77777777777777
C00421,39,146,3886,One Year,Bank Transfer,Yes,1,0,1,37-48,99.64102564102564
C00422,14,158,1718,One Year,Bank Transfer,No,1,0,0,13-24,122.71428571428571
C00423,5,172,2066,One Year,Bank Transfer,No,1,0,0,0-12,413.2
C00424,5,93,3720,Month-To-Month,Credit Card,Yes,0,1,1,0-12,744.0
C00425,52,47,7270,Two Year,Electronic Check,Yes,0,0,1,49-60,139.80769230769232
C00426,54,61,1714,Month-To-Month,Bank Transfer,No,1,0,0,49-60,31.74074074074074
C00427,34,191,4220,One Year,Bank Transfer,Yes,0,0,1,25-36,124.11764705882354
C00428,3,178,1423,Month-To-Month,Credit Card,Yes,1,1,1,0-12,474.3333333333333
C00429,36,169,7102,One Year,Electronic Check,No,1,0,0,25-36,197.27777777777777
C00430,10,21,4968,One Year,Electronic Check,No,1,0,0,0-12,496.8
C00431,70,156,2011,Two Year,Credit Card,Yes,0,0,1,61-72,28.728571428571428
C00432,62,116,2103,One Year,Electronic Check,No,1,0,0,61-72,33.91935483870968
C00433,14,162,325,Two Year,Credit Card,Yes,0,0,1,13-24,23.214285714285715
C00434,67,21,5850,Two Year,Electronic Check,Yes,0,0,1,61-72,87.31343283582089
C00435,8,152,499,Month-To-Month,Electronic Check,No,0,1,0,0-12,62.375
C00436,29,151,1329,Month-To-Month,Bank Transfer,Yes,1,0,1,25-36,45.827586206896555
C00437,30,100,3098,Month-To-Month,Electronic Check,No,0,0,0,25-36,103.26666666666667
C00438,68,93,3075,Month-To-Month,Credit Card,Yes,0,0,1,61-72,45.220588235294116
C00439,46,76,5865,One Year,Electronic Check,No,1,0,0,37-48,127.5
C00440,60,47,6373,Month-To-Month,Credit Card,No,1,0,0,49-60,106.21666666666667
C00441,61,26,3471,One Year,Credit Card,No,0,0,0,61-72,56.90163934426229
C00442,52,70,5784,Two Year,Electronic Check,No,0,0,0,49-60,111.23076923076923
C00443,29,85,5965,Two Year,Credit Card,No,0,0,0,25-36,205.68965517241378
C00444,59,126,6287,One Year,Credit Card,No,1,0,0,49-60,106.55932203389831
C00445,58,150,5290,One Year,Credit Card,No,1,0,0,49-60,91.20689655172414
C00446,8,168,7608,Two Year,Credit Card,No,0,0,0,0-12,951.0
C00447,13,190,6568,Month-To-Month,Electronic Check,Yes,1,0,1,13-24,505.2307692307692
C00448,50,190,6770,Month-To-Month,Credit Card,No,1,0,0,49-60,135.4
C00449,59,165,7758,One Year,Electronic Check,Yes,1,0,1,49-60,131.4915254237288
C00450,15,113,6537,Two Year,Electronic Check,No,1,0,0,13-24,435.8
C00451,64,57,5241,One Year,Electronic Check,No,0,0,0,61-72,81.890625
C00452,19,192,2908,One Year,Credit Card,No,1,0,0,13-24,153.05263157894737
C00453,36,67,4566,Month-To-Month,Electronic Check,No,1,0,0,25-36,126.83333333333333
C00454,68,24,3316,One Year,Bank Transfer,No,0,0,0,61-72,48.76470588235294
C00455,10,34,5589,Month-To-Month,Credit Card,No,0,1,0,0-12,558.9
C00456,1,30,6242,Two Year,Bank Transfer,No,0,0,0,0-12,6242.0
C00457,31,160,5208,One Year,Electronic Check,Yes,1,0,1,25-36,168.0
C00458,1,186,622,Two Year,Electronic Check,Yes,1,1,1,0-12,622.0
C00459,53,102,7501,Month-To-Month,Credit Card,No,1,0,0,49-60,141.52830188679246
C00460,28,187,3207,One Year,Electronic Check,Yes,0,0,1,25-36,114.53571428571429
C00461,49,80,3534,Month-To-Month,Credit Card,No,1,0,0,49-60,72.12244897959184
C00462,40,158,4093,One Year,Electronic Check,Yes,0,0,1,37-48,102.325
C00463,56,143,6530,One Year,Bank Transfer,Yes,1,0,1,49-60,116.60714285714286
C00464,10,168,5667,One Year,Electronic Check,Yes,1,1,1,0-12,566.7
C00465,63,125,6204,Month-To-Month,Bank Transfer,No,0,0,0,61-72,98.47619047619048
C00466,38,59,3970,One Year,Credit Card,No,0,0,0,37-48,104.47368421052632
C00467,46,37,5635,Two Year,Electronic Check,No,0,0,0,37-48,122.5
C00468,23,23,4012,One Year,Electronic Check,Yes,1,0,1,13-24,174.43478260869566
C00469,53,146,6760,One Year,Bank Transfer,Yes,1,0,1,49-60,127.54716981132076
C00470,6,115,4534,Month-To-Month,Bank Transfer,Yes,1,1,1,0-12,755.6666666666666
C00471,2,194,5397,Month-To-Month,Electronic Check,Yes,0,1,1,0-12,2698.5
C00472,52,55,2628,Month-To-Month,Credit Card,No,1,0,0,49-60,50.53846153846154
C00473,45,187,1946,One Year,Electronic Check,Yes,0,0,1,37-48,43.24444444444445
C00474,13,106,5999,Two Year,Credit Card,No,1,0,0,13-24,461.46153846153845
C00475,19,82,7583,Month-To-Month,Credit Card,Yes,0,0,1,13-24,399.10526315789474
C00476,44,24,6003,Two Year,Credit Card,Yes,1,0,1,37-48,136.4318181818182
C00477,14,131,903,Two Year,Electronic Check,Yes,1,0,1,13-24,64.5
C00478,29,117,3187,Two Year,Electronic Check,Yes,1,0,1,25-36,109.89655172413794
C00479,32,59,4807,Month-To-Month,Credit Card,No,1,0,0,25-36,150.21875
C00480,11,160,4666,Two Year,Credit Card,No,0,1,0,0-12,424.1818181818182
C00481,69,58,3105,One Year,Electronic Check,Yes,0,0,1,61-72,45.0
C00482,32,199,5789,Month-To-Month,Electronic Check,Yes,0,0,1,25-36,180.90625
C00483,13,189,6302,Two Year,Bank Transfer,No,0,0,0,13-24,484.7692307692308
C00484,27,147,7103,Two Year,Credit Card,Yes,1,0,1,25-36,263.0740740740741
C00485,50,74,7599,Month-To-Month,Credit Card,No,1,0,0,49-60,151.98
C00486,66,67,6774,Month-To-Month,Bank Transfer,No,1,0,0,61-72,102.63636363636364
C00487,57,165,5425,Month-To-Month,Credit Card,No,0,0,0,49-60,95.17543859649123
C00488,9,72,2417,Month-To-Month,Electronic Check,Yes,1,1,1,0-12,268.55555555555554
C00489,66,156,677,Month-To-Month,Credit Card,Yes,0,0,1,61-72,10.257575757575758
C00490,56,52,4061,One Year,Electronic Check,Yes,1,0,1,49-60,72.51785714285714
C00491,44,30,4695,One Year,Credit Card,Yes,1,0,1,37-48,106.70454545454545
C00492,54,123,7652,Month-To-Month,Electronic Check,No,1,0,0,49-60,141.7037037037037
C00493,2,114,5468,One Year,Credit Card,Yes,1,0,1,0-12,2734.0
C00494,68,128,2102,Month-To-Month,Electronic Check,Yes,1,0,1,61-72,30.91176470588235
C00495,22,164,2339,One Year,Credit Card,No,0,0,0,13-24,106.31818181818181
C00496,50,128,6970,Month-To-Month,Credit Card,Yes,1,0,1,49-60,139.4
C00497,2,49,5917,Two Year,Bank Transfer,No,1,0,0,0-12,2958.5
C00498,46,198,2158,Month-To-Month,Bank Transfer,No,0,0,0,37-48,46.91304347826087
C00499,1,185,5755,Two Year,Credit Card,Yes,1,1,1,0-12,5755.0
C00500,27,181,4292,Month-To-Month,Bank Transfer,No,1,0,0,25-36,158.96296296296296
